"lic_wml","lic_name","lic_site","lic_epr","pas_permit","lic_othid"
61573,"Sargeson                 M N","Mr M N Sargeson","DP3495ZC",,"WD20 R517"
61576,"Trimbrim Ltd","Trimbrim Limited","DP3195ZX",,"WD20 R553"
61577,"Waste Recycling Group Ltd","Waste Recycling Group Ltd","DP3795ZA",,"WD20 R576"
61619,"Sheffield City Council","Beighton Landfill Site","PP3998ZV",,"WD20 S1005"
61620,"Sheffield City Council","Douglas Road Landfill Site","PP3598ZK",,"WD20 S1006"
61636,"Co ( T D E ) Ltd","Houndkirk Quarry","BP3798ZJ",,"WD20 S1076"
61644,"Corus Engineering Steels","Morehall Landfill","SP3698ZZ",,"WD20 S14"
61645,"Vesuvius U K Ltd","Rowell Lane Works","SP3198ZL",,"WD20 S141"
61651,"Yorkshire Water Services Ltd","Holmes Farm Closed Landfill","LP3898ZH",,"WD20 S30"
61669,"Collins                  Mr B","Land At Greenwheel House","UP3098ZL",,"WD20 S616"
61670,"Dyson Industries Ltd","Dyson Refractories","UP3998ZY",,"WD20 S62"
61700,"Co ( T D E ) Ltd","Co (tde) Ltd","KP3398ZQ",,"WD20 S827"
61717,"Hall                     P J","P J Hall","TP3298ZX",,"WD20 S995"
61730,"Yorkshire Water Services Ltd","Calder Vale Road Landfill","TP3198ZM",,63
61743,"Hickson Limited","Landfill 227","HP3098ZN",,227
61747,"South Elmsall Quarries Ltd","South Elmsall Quarry","HP3998ZK",,"WD20 W1150"
61751,"Roger Humphrey","Landfill Site","HP3598ZP",,266
61793,"Normanton Brick Company Limited","Normanton Brick Co. Ltd","HP3298ZA",,679
61853,"British Waterways Board","Land At Stubbs Bridge","CP3798ZQ",,1234
61861,"British Waterways Board","Land Adj To River Calder","ZP3498ZV",,1291
61904,"Waystone Ltd","Former Colliery And Coke Works","NP3198ZJ",,1568
61924,"Veolia Environmental Services","Onyx Leigh Environmental Limited - Sheepbridge Landfill","EP3298ZE",,"LC52"
61927,"Hopkinson Reclamation Ltd","Slitting Mill Landfill","EP3798ZB",,"LE42"
61928,"Derbyshire Waste Ltd","Glapwell Landfill Site","VP3398ZH",,"LG19"
61929,"Onyx Leigh Environmental Ltd","Onyx Leigh Environmental Limited","VP3098ZM",,"LK13"
61931,"Saint Gobain Pipelines Plc","Former Dixon Occs   - Saint Gobain Pipelines","VP3598ZN",,"WD20 N1173"
61932,"Neville ( C L ) Ltd","Former Coalite Smokeless Fuels Site","VP3898ZD",,"LS88"
61948,"D P Kelly (sheffield) Ltd","D P Kelly","WP3698ZW",,"LS35"
61955,"Wernick Hire Ltd","Roall Lane Quarry","AP3098ZG",,"NYCC 309"
61960,"U K Coal Mining Ltd","Harworth Mining Limited - Arkwright Colliery Reclamation Site","AP3498ZE",,"LS11"
64000,"Homes And Community Agency","Former Monkton Cokeworks","RP3598ZH",,"EAWML64000"
64034,"Co Ltd","Palmersville","JP3498ZP",,"EAWML64034"
64035,"Holystone Ltd","Prestwick Landfill","JP3298ZD",,"EAWML64035"
64063,"Company Limited","Marsden Quarry Landfill Site","PP3194ZV",,"BU5119IQ"
64158,"Sons ( Houghton-le- Spring ) Ltd","Field House Quarry","GP3994ZQ",,"UP3839BE"
65009,"P Casey Enviro Ltd","Former Atlas Works ( South- Eastern Extension )","CP3490LF",,65009
65022,"Wright                   Mr Graham","Meadow Bank Farm","HP3994ZP",,65022
65052,"Darrington Quarries Ltd","Skelbrooke Landfill Extension","CP3994ZR",,65052
65102,"Envirowaste Services Ltd","Beacon Lodge Quarry","EP3194ZU",,65102
65103,"Stoneledge Quarries Limited","Riplingham Cutting","EP3794ZW",,"A967"
65108,"Forterra Buidling Products Limited","Swillington Quarries","CB3408LN",,168
65109,"Biffa Waste Services Ltd","Oxbow Ash Disposal Scheme","VP3494ZM",,279
65116,"Yorkshire Water Services Ltd","No 1 Lagoon","WP3994ZE",,652
65118,"Biffa Waste Services Ltd","Howden Clough Landfill Site","WP3894ZZ",,716
65140,"Mone Bros Excavations Ltd","Field Adjacent To Blackhill Quarry","RP3294ZD",,1080
65162,"British Waterways Board","Land N / W Of Woodlesford Lock","YP3194ZB",,1393
65168,"Leeds City Council","Gamblethorpe Landfill","JP3594ZA",,1631
65179,"Eliot Smith Ltd","Delf Hill Quarry","QP3894ZG",,65179
65183,"K M R Waste Management Ltd","Hensall Quarry","QP3694ZL",,"EA/WML65183"
65184,"Waste Recycling Group ( Yorkshire ) Ltd","Darrington Northside Quarry","AP3294LZ",,"EAWML65184"
65192,"Amec Capital Projects Limited","Dowley Gap Landfill","PP3592ZD",,65192
65203,"Flappit Tipping And Recycling Limited","Hallas Rough Quarry","AB3602MU",,65203
65214,"Corus Engineering Steels Ltd","Oxbow Lake","SP3392ZR",,"WD20 R1125"
65501,"Blackshaw Landfill Ltd","Woodhall Quarry","EP3493VU",,
65521,"Simpsons Quarries Ltd","Station Road Site","PP3696ZX",,
66003,"Hesp                     Dorothy","Former Staxton Sand Quarry","MP3396ZY",,
66008,"Yorwaste Ltd","West Tanfield Landfill","MP3496ZQ",,
66017,"Yorkshire Water Services Ltd","Acomb Landing","UP3896ZE",,
66026,"Sherburn Stone Co Ltd","Barton Quarry","XP3096ZS",,"EAWML66026"
66067,"Development Ltd","Smaws Quarry","TP3496ZX",,
66206,"M Thompson ( Quarries ) Ltd","Bishop Middleham Quarry 2","RP3496ZM",,"AP3138SD"
67008,"Durham County Council","Bolam Quarry","AB3209HX",,"DUR 005"
67009,"Durham County Council","Joint Stocks Quarry - Phase 1","AB3209KT",,"DUR 006"
67012,"Durham County Council","Butsfield Waste Disposal Site","AB3209LH",,"DUR 009"
67026,"Love                     W F","West Sandy Carr","JP3496ZD",,"DUR 023"
67039,"Durham County Waste Management Co Ltd","Scoby Scaur Waste Disposal Site","QP3696ZG",,"DUR 037"
67042,"St James Property Holdings Ltd","East Tanfield Tip","PP3391ZN",,"DUR 040"
67044,"Biffa Waste Services Ltd","Blue House Quarry","AP3199LY",,"DUR 042"
67058,"Cheesmond                E","Backfield Quarry","BP3991ZC",,"DUR 058"
67071,"Durham County Waste Management Co Ltd","Browns Houses Quarry","SP3591ZY",,"DUR 074"
67087,"Durham County Council","Todhills Landfill","AB3209TA",,"DUR 090"
67089,"Ward Brothers Limited","Land At Lowfield Farm","MP3391ZF",,"DUR 092"
67108,"Liberty Construction Limited","Quickburn Quarry","CB3709FV",,"DUR 119"
67116,"Sherburn Stone Co Limited","Crime Rigg Quarry Landfill","XP3691ZM",,"DUR 131"
67117,"Biffa Waste Services Ltd","Hett Hills Quarry","XP3191ZA",,"DUR 137"
67124,"Durham County Council","Coxhoe Quarry Landfill","AB3209UR",,"DUR 148"
67125,"The Procurator","Hill Top Quarry","GP3491ZG",,"DUR 149"
67127,"Durham County Waste Management Co Ltd","Cockfield Waste Disposal Site","GP3691ZF",,"DUR 151"
67154,"Seagraves Ltd","Newton Cap Brickworks","TP3691ZP",,"DUR 178"
67155,"Durham County Council","St Bedes Brickworks","AB3209XJ",,"DUR 179"
67167,"Glass                    John W","Tilery Farm V","HP3791ZN",,"DUR 191"
67192,"Durham County Council","Chapmans Well Waste Disposal Site","AB3300FC",,"DUR 217"
67233,"Weardale Quarry Limited","Eastgate Quarry Tip 6","EB3201UG",,"DUR 260"
67253,"Northumbrian Water Ltd","Wearhead Water Treatment","AP3291ZY",,"DUR 280"
67264,"Mr James Russell Evans","Pet Haven Burial Services","RP3091ZH",,"DUR 292"
67295,"Harworth Estates Investments Limited","Alcan Pot Linings Site 2","DB3109LF",,"NBL 032"
67321,"Tarmac Heavy Building Materials U K Ltd","Broadoak Quarry Waste Disposal Site","PP3697ZK",,"NBL 064"
67346,"Thompsons Of Prudhoe","Merryshields Quarry","DB3101MD",,"NBL 090"
67354,"Northumberland County Council","Denwick Quarry","MP3397ZQ",,"NBL 098"
67376,"M Thompson ( Earthworks ) Ltd","Thornbrough Quarry","XP3997ZJ",,"NBL 120"
67387,"Northumberland Waste Management Ltd","Frankham Waste Disposal Site","GP3597ZY",,"NBL 131"
67388,"Northumberland Waste Management Limited","Harecrag Waste Disposal Site","GP3897ZL",,"NBL 132"
67389,"Northumberland Waste Management Limited","Linkhamdean Waste Disposal Site","GP3497ZR",,"NBL 133"
67391,"Northumberland Waste Management Limited","Sisters Waste Disposal Site","GP3697ZQ",,"NBL 135"
67392,"Northumberland Waste Management Limited","West Woodburn Waste Disposal Site","GP3197ZZ",,"NBL 136"
67423,"Ward Brothers Plant Hire Ltd","Ward Brothers Plant Hire","HP3197ZN",,"NBL 167"
67433,"Co Ltd","Bothal Barns Waste Disposal Site","FP3197ZC",,"NBL 177"
67440,"Engineering","West Allotment Metro Site","CP3497ZE",,"TW 067 NT"
67441,"Armstrong World Industries Ltd","Beamish Landfill Site","CP3297ZF",,"TW 069 GH"
67443,"Suez Recycling And Recovery North East Ltd","Burnhills Landfill  ( Phase 1)","CP3197ZT",,"TW 122 GH"
67448,"Gateshead Metropolitan Borough Council -  Planning Dept","Derwenthaugh Cokeworks","ZP3597ZV",,"TW 158 GH"
67460,"Tarmac Aggregates Limited","Wardley Quarry Landfill Site","NP3497ZS",,"TW 201 GH"
67466,"Suez Recycling And Recovery North East Ltd","Burnhills Landfill ( Phase 2a)","EP3097ZT",,"TW 220 GH"
67471,"City Of Sunderland","Warden Law Quarry","EP3297ZZ",,"TW 233 SL"
67482,"Suez Recycling And Recovery North East Ltd","Brenkley Quarry Landfill Site","VP3697ZN",,"TW 253 NC"
67514,"Mone Bros Excavations Ltd","Close House Farm","RP3797ZC",,"TW 295 GH"
67527,"Thompsons Of Prudhoe Limited","Springwell Quarry","YP3997ZQ",,"TW 322 SL"
67534,"Tyne Waste Limited","Kibblesworth Quarry","YP3797ZR",,"TW 338 GH"
67548,"Suez Recycling And Recovery North East Ltd","Crawcrook Quarry","BB3901XY",,"TW 355 GH"
67581,"Suez Recycling And Recovery North East Ltd","Burnhills Landfill ( Phase 2 B)","SP3893NR",,"TW 414 GH"
67600,"Arthur Adlington","Care Centre","MP3593NG",,"TW 456 ST"
67603,"Suez Recycling And Recovery North East Ltd","Burnhills Quarry Landfill ( Phases 3-6)","MP3293NB",,"TW 460 GH"
67619,"Gateshead Metropolitan Borough Council  - Planning Dept","Felling Riverside - Phase 2 - Stage 1","XP3993NS",,"TW 482 GH"
68657,"Yorwaste Ltd","West Tanfield Quarries","YP3193NF",,"NYCC R 050"
68669,"M Thompson Ltd","Thompsons Of Prudhoe Limited","JP3493NS",,"DUR 160"
68679,"Oakley Plant Ltd","North Wold Farm ,folkton","QP3093NB",,"NYCC 430"
68680,"Piercy                   Mr B R","Brickyard Farm Landfill Site","QP3993NR",,"NYCC 005"
68681,"British Sugar Plc","Soil And Sludge Lagoons","QP3593NF",,"NYCC 028"
68682,"Sons","Tile Works","QP3893NW",,"NYCC 033"
68683,"Cemex Uk Materials Limited","Scorton Landfill","QP3493NT",,"NYCC 096"
68685,"Bedale Skip Hire","Knabbs Quarry","QP3693NZ",,"NYCC 166B"
68686,"Kettlewell               R J","Leases Farm Landfill","QP3193NL",,"NYCC 172A"
68687,"Hall                     Thomas Michael","Farnham Lane Railway Cutting","QP3793NE",,"NYCC 174"
68688,"E Harper ( York ) Ltd","Parsons Lane Landfill","PP3390NP",,"NYCC 188"
68691,"Mrs Chapman","Rock Cottage Farm","PP3590NM",,"NYCC 219"
68692,"Mrs Chapman","Rock Cottage Farm","PP3890NH",,"NYCC 219A"
68693,"Haulage","Sunnyside Farm","PP3490NS",,"NYCC 229"
68696,"Biker Wenwaste Ltd","Shawl Quarry","PP3190ND",,"NYCC 271"
68697,"Biker Wenwaste Ltd","Shawl Quarry Phase 2","PP3790NK",,"NYCC 271A"
68702,"York City Council","St Nicholas Fields","BP3890ND",,"NYCC 307A"
68709,"Keir North East Ltd","Raskelf Road","SP3390NL",,"NYCC 360"
68724,"Yorwaste Ltd","Scorton Landfill Site","LP3590NP",,"NYCC R076B"
70001,"J F L Hill","Lodge Farm Salford","LP3890NX",,"1/1988"
70006,"Tarmac Aggregates Limited","Land Near Dog Farm","LP3690NS",,"10/1994"
70022,"Strake Properties Ltd","Bromham Landfill","MP3490NQ",,"2/1979"
70024,"W R G Waste Services Ltd","W R G  Waste Services - Arlesey Landfill","MP3290NR",,"BV5165IJ"
70034,"Anglian Water Services Limited","Bromham Bedford","UP3090NQ",,"24/1977"
70037,"Bedfordshire County Council","Bedfordshire C C - Elstow Landfill Site A6","UP3590NT",,"26/1977"
70038,"Bedfordshire County Council","Sundon Landfill","UP3890NE",,"27/1977"
70046,"Waste Recycling Group Ltd","W R G Waste Services - Brogborough Landfill","UP3790NZ",,"3/1992 - BV3766IH"
70052,"Midland Land Reclamation Limited","Potton Landfill","XP3890NA",,"4/1985"
70057,"Buckingham Group Contracting Ltd","Buckingham Group Contracting - Waterloo Farm Borrow Pit","XP3690NN",,"4/1995"
70067,"R M C Aggregates ( Greater London ) Ltd","Ledburn Sandpit","GP3890NB",,"8/1990"
70072,"Peter Bennie Ltd","Peter Bennie Ltd - Woodlands Farm","GP3190NF",,"WDA 102"
70074,"G F X H Properties Ltd","G F X Hartigan Ltd - Ravenstone Quarry","KP3390NR",,"WDA 145"
70075,"Waste Recycling Group Ltd","Bletchley Landfill","KP3090NZ",,"BM4635IH"
70077,"J A Barfoot","J Barfoot - Courts Farm","KP3990NG",,"WDA 227"
70078,"G F X H Properties Limited","G F X Hartigan Ltd - Woad Farm","KP3590NQ",,"WDA 247"
70085,"T Taylor Agricultural Contractors Ltd","T Taylor Agricultural Contractors - Woad Farm","KP3190NE",,"WDA 274"
70095,"Goss                     Maurice","Maurice Goss - Woodlands","TP3190NP",,"WDA 380"
70118,"Donarbon Ltd","Donarbon Ltd - Dickersons","FP3190NH",,"LS 10"
70119,"Augean South Limited","Thornhaugh Landfill Site","FP3790NJ",,"LS 014"
70121,"Waste Recycling Group Ltd","Buckden North Landfill","AP3293SA",,"LS 015A"
70122,"M Dickerson Ltd","M Dickerson Ltd - The Carrops, Red Lodge","CP3090NU",,"LS 016"
70124,"Rugby Portland Cement","Cemex Uk Cement Ltd, Barrington Cement Works","CP3990NQ",,"LS 024"
70129,"S M Akhtar","S M Akhtar - Flint Cross","CP3690NW",,"LS 050"
70130,"Biffa Waste Services Ltd","Eye Quarry","CP3190NG",,"LS 056"
70132,"Eaton Tractors Ltd","Eaton Tractors - Pitt Farm","CP3790NR",,"LS 073"
70138,"Mrs J Stott","Guyhirn Landfill","ZP3490NC",,"LS 096"
70139,"Vetspeed Ltd","Vetspeed - Cambridge Pet Crematorium","ZP3290NK",,"LS 097"
70149,"Eversden Landfill","Eversden Landfill - Eltisley Landfill","NP3290ND",,"LS 138"
70150,"Eternit U K Ltd","Meldreth Landfill","NP3690NM",,"LS 143"
70151,"Holeworks ( Management ) Ltd","Wilbraham Chalk Quarry","NP3190NA",,"LS 144"
70152,"Eversden Landfill Ltd","Eversden Landfill - Quy Landfill","NP3790NX",,"LS 145"
70260,"Tarmac Aggregates Ltd","Wivenhoe Landfill","PP3199NN",,"021/77"
70265,"Son Ltd","Princess Margaret Road Landfill","BP3599NK",,"076/80"
70269,"R M C Aggregates ( Greater London ) Ltd","Great Holts Farm","BP3499NX",,"108/84"
70270,"Son Ltd","The East Tilbury Quarry","BP3299NS",,"120/85"
70271,"Industrial Chemicals Group Ltd","Titan Pit","BP3699NH",,"125/85"
70273,"Aylett Gravel Co Ltd","Hall Lane Landfill","BP3799NC",,"132/86"
70281,"Veolia E S Cleanaway ( U K ) Ltd","Medebridge Road Landfill","SP3999NT",,"162/89"
70288,"Tarmac Aggregates Limited","Stevens Farm","SP3299NR",,"172/90"
70291,"Danbury Haulage Ltd","Barnards Farm","SP3699NL",,"178/90"
70295,"Phillip W Keen Limited","Tile Kiln Farm","SP3799NU",,"188/91"
70302,"Cliffords Ltd","Belsteads Farm","LP3899NP",,"200/92"
70303,"George Tanner ( Shalford ) Ltd","Dyers Mead Landfill Site","LP3499NV",,"201/92"
70308,"Tarmac Aggregates Limited","Boyton Hall Farm","LP3799NJ",,"207/92"
70310,"Hanson Quarry Products Europe Ltd","Old House Farm","MP3399NE",,"210/92"
70318,"Danbury Haulage Ltd","St Cleres Hall Pit","MP3199NF",,"226/92"
70321,"Essex County Council","Bellhouse Quarry","UP3399NQ",,"232/93"
70322,"Recycled In Ardleigh Limited","Martell's Quarry Landfill Site","PP3935CU",,"233/93"
70326,"Co Ltd","Co Ltd - Old Chalk Pit","UP3499NB",,"239/93"
70328,"Veolia E S Cleanaway ( U K ) Ltd","Flint Grit Pond","UP3699NU",,"242/93"
70329,"B Finch Ltd","Beazley End Landfill","UP3199NR",,"243/93"
70339,"G Barber Ltd","Blood Lagoons","XP3599NX",,"254/93"
70399,"Bircher","Bircher - Widdington Disused Chalk Pit","HP3199NX",,"334/96"
70402,"Southfields Gravel Company Limited","Southfields Quarry","FP3099NS",,"338/96"
70434,"Chilled Foods Limited","Westwick Lagoons","ZP3299NS",,"N0FK/LG/003/0"
70435,"Anglian Water Services Limited","Pulham St Mary","ZP3699NH",,"NFK/LG/005/0"
70436,"Norfolk County Council","Mayton Wood Landfill","CP3795SH",,"NFK/LS/001/1"
70438,"Norfolk County Council","Costessey Landfill","CP3799LF",,"NFK/LS/003/1"
70439,"Norfolk County Council","Beetley Landfill","CP3798LT",,"NFK/LS/004/1"
70440,"Norfolk County Council","N E W S - Blackborough End Landfill","CP3797SN",,"NFK/LS/005/1"
70441,"Norfolk County Council","Docking Landfill","CP3797LG",,"NFK/LS/006/01"
70442,"Broads Authority","Postwick Waste Site","LP3098VN",,"NFK/LS/007/0"
70444,"R M C ( H W ) No 1 Ltd","Rackheath","NP3099NH",,"NFK/LS/017/1"
70445,"Highway Contractors ( Area 2 )","Hemblington","NP3999NM",,"NFK/LS/018/0"
70447,"Highways Contractors (Area 3)","Highways Contractors ( Area 3 ) - Garboldisham Landfill","NP3899NS",,"NFK/LS/020/0"
70448,"Tarmac Aggregates Limited","Gravel Pit","NP3499NA",,"NFK/LS/021/0"
70449,"Anti - Waste Ltd","Anti Waste Ltd - Kilverstone Landfill","NP3299NN",,"NFK/LS/029/4"
70450,"Norfolk County Council","Snetterton Landfill","CP3796SC",,"NFK/LS/030/0"
70453,"R G Carter Ltd","Costessey","NP3199NC",,"NFK/LS/036/0"
70455,"Allison                  L G","Letheringsett","EP3399NG",,"NFK/LS/088/0"
70460,"Middleton Aggregates Ltd","Blackborough End Landfill","DP3697SZ",,"NFK/LS/055/1"
70462,"George W","Mill Drove","EP3499NT",,"NFK/LS/057/0"
70463,"Anglian Water Services Limited","Norwich","EP3299NU",,"NFK/LS/058/0"
70465,"Son Ltd","Burgh Castle","EP3199NL",,"NFK/LS/062/0"
70466,"Baco-Compac (Norfolk) Ltd","Baco- Compac - Chalk Farm","EP3799NE",,"NFK/LS/064/0"
70467,"Biffa Waste Services Ltd","Attlebridge Landfill","VP3399NP",,"NFK/LS/065/3"
70468,"East Coast Casting Co Limited","Carbrooke Landfill Site","VP3099NA",,"NFK/LS/067/0"
70470,"Frimstone Limited","Frimstone - Snettisham Carstone Quarry","VP3599NM",,"NFK/LS/070/0"
70471,"Jackson                  D F","Brooke","VP3899NH",,"NFK/LS/074/0"
70472,"Tarmac Aggregates Limited","Gravel Pit","VP3499NS",,"NFK/LS/076/0"
70474,"Bird                     Carl","Holgate Road Landfill Site","VP3699NX",,"NFK/LS/078/0"
70475,"Wereham Gravel Co Ltd","British Sugar Plc - Anzac Pit","VP3199ND",,"NFK/LS/080/0"
70476,"Buck                     Grenville S L","Wymondham","VP3799NK",,"NFK/LS/081/0"
70478,"Ayton Asphalte Co Ltd","Hainford Landfill","WP3099NR",,"NFK/LS/083/0"
70479,"Frimstone Limited","Frimstone - Carbrooke Landfill","WP3999NZ",,"NFK/LS/086/0"
70482,"Anti - Waste Ltd","Blackborough End Landfill","WP3899NF",,"NFK/LS/090/0"
70483,"Norfolk County Council","Costessey ( Extn )","CP3796LU",,"NFK/LS/091/0"
70559,"Tata Steel Uk Ltd","North Brook Landfill Site","QP3799NL",,"C017"
70561,"Corby Borough Council","C D C Deene Quarry","PP3095NM",,"C020"
70562,"Midland Land Reclamation Ltd","Cowthick Limestone Quarry","PP3995NJ",,"C024"
70583,"Biffa Waste Services Ltd","Kilsby Landfill Phases 1 To 6","BP3895NX",,"D073"
70592,"Gravel Ltd","Collyweston Quarry Extension","BP3499LM",,"E043"
70595,"B D S","Disused Railway Cutting. Warmington.","BP3195NV",,"E060"
70601,"Vesuvius K S R Ltd","Kings Cliffe Works","SP3595NW",,"E081"
70608,"Mick George Ltd","Rushton Landfill","AP3994ED",,"K033"
70610,"Springfir Estates Ltd","Glenhill Farm","CP3899LZ",,"K048"
70611,"Suez Recycling And Recovery U K Ltd","Cranford Landfill Site","BB3706GH",,"K058"
70613,"Nene Valley Waste Ltd","Cranford Landfill Extension","LP3595NH",,"K064"
70643,"Bovis Homes Limited","Silverstone Quarry","DB3602KX",,"S003"
70644,"D A Bird Ltd","Pury End Quarry","UP3295NZ",,"S010"
70645,"Pianoforte Supplies Ltd","Pianoforte Supplies - Old Quarry","UP3695NY",,"S013"
70646,"Hanson Quarry Products Europe Ltd","Quarry","UP3195NF",,"S040"
70647,"Viridor Waste Wootton Limited","Wootton Landfill","UP3795NQ",,"S062"
70648,"Weldon Plant Ltd","Milton Malsor Landfill","XP3395NA",,"S064"
70652,"R M C Aggregates ( Greater London ) Ltd","R M C Aggregates - Passenham","XP3895NM",,"S095"
70662,"Viridor Waste Wootton Limited","Wooton Landfill","GP3395NB",,"S106"
70663,"Pury Hill Developments ( Mr N Taylor)","Pury Hill Developments - Pury Hill Farm","GP3095NR",,"S109"
70664,"J Harper","J Harper - Brook Farm","GP3995NZ",,"S111"
70670,"Suez Recycling And Recovery U K Ltd","Sidegate Lane Landfill Site","BB3800MX",,"W041"
70680,"Redding Park Development Ltd","Iff Stafford Works","KP3495NG",,"SFK/LG/001/02"
70682,"Paper Mill Lane Properties Ltd","The Scotts Company (uk) Ltd Lagoon","KP3695NF",,"SFK/LG/029/02"
70683,"Crane Ltd","Crane Ltd","KP3195NB",,"SFK/LG/057/01"
70684,"British Sugar Plc","British Sugar - Bury St Edmunds Sugar Factory","KP3795NZ",,"SFK/LG/061/01"
70687,"Shotley Holdings Limited","Folly Farm Waste Managament Facility","SP3239BB",,"SFK/LS/006/02"
70688,"Eames                    M S","Eames Pet Cemetary","TP3595NA",,"SFK/LS/008/01"
70689,"Wood Ltd","Ski Centre","TP3895NP",,"SFK/LS/009/01"
70690,"Danbury Haulage Ltd","Brundon Lane Landfill","TP3495NV",,"SFK/LS/011/01"
70691,"Hanson Quarry Products Europe Ltd","Arc Landfill","TP3295NC",,"SFK/LS/012/01"
70692,"Anti - Waste Ltd","Anti Waste Ltd - Kentford Landfill Site","TP3695ND",,"SFK/LS/021/02"
70695,"Biffa Waste Services Ltd","Bramford Quarry","HP3395NS",,"SFK/LS/030/02"
70697,"Co Ltd","Old Sandy Lane Pit","HP3995NN",,"SFK/LS/032/01"
70698,"Huggins                  Frank K","Sally Woods Lane Landfill","HP3595NX",,"SFK/LS/033/01"
70700,"J T Few","Barking Landfill","HP3495NM",,"SFK/LS/035/02"
70701,"Ticehurst Gravels","Ticehurst Gravels - Ticehurst Farm","HP3295NP",,"SFK/LS/038/01"
70704,"Tarmac Aggregates Limited","Gallows Hill Pit","HP3795NH",,"SFK/LS/041/01"
70705,"Euston Estates","Euston Estates","FP3395NP",,"SFK/LS/063/01"
70706,"British Sugar Plc","British Sugar - Hollow Road Landfill","FP3095NA",,"SFK/LS/068/01"
70707,"Anti - Waste Ltd","Fornham St Genevieve Landfill","FP3995NC",,"SFK/LS/071/01"
70708,"Culford Waste Ltd","Culford Waste Ltd - The Folly","FP3595NM",,"SFK/LS/073/01"
70709,"A R Tilbrook Ltd","Stanchils Farm","FP3895NH",,"SFK/LS/074/01"
70711,"A R Tilbrook Ltd","A R Tilbrook Ltd - Gravel Hill","FP3295NJ",,"SFK/LS/077/01"
70712,"A R Tilbrook Ltd","A R Tilbrook Ltd - Culford Gravel Pit","FP3695NX",,"SFK/LS/078/01"
70713,"Viridor Waste Suffolk Ltd","Lackford Landfill","FP3195ND",,"SFK/LS/080/01"
70714,"Suffolk Coastal District Council","Sewage Works","FP3795NK",,"SFK/LS/086/01"
70719,"Son Ltd","Gisleham","CP3895NG",,"SFK/LS/105/01"
70720,"Sons Ltd","Oulton","CP3495NQ",,"SFK/LS/110/01"
70722,"Veolia E S Cleanaway ( U K ) Ltd","Pakefield Landfill","CP3695NL",,"SFK/LS/118/01"
70723,"Brett Aggregates Ltd","Waldringfield Quarry","CP3195NW",,"SFK/LS/133/01"
70724,"J Breheny Contractors Ltd","Creeting Hills","CP3795NU",,"SFK/LS/135/01"
70725,"W M Cardy Limited","The Follys Quarry","ZP3395ND",,"SFK/LS/141/01"
70807,"Integrated Waste Management Ltd","Winterton Landfill Site","DP3495NP",,"55/17/20"
70809,"Singleton Birch Ltd","Elsham Landfill","DP3295ND",,"55/19/101"
70811,"Singleton Birch Ltd","Melton Ross Quarry","DP3195NA",,"55/19/117"
70813,"Sandtoft Trading Limited","Goxhill Tileries","YP3395NR",,"55/19/136"
70817,"Total Lindsey Oil Refinery Ltd","Total Lindsey Oil Refinery","YP3095NZ",,"55/19/147"
70822,"William Blyth Tileries","Hoe Hill Landfill","YP3595NQ",,"55/19/669"
70829,"Suez U K Environment Ltd","Dragonby Landfill Site A","YP3195NE",,"55/19/810"
70831,"Cristal Pigment U K Limited","Stallingborough Landfill","YP3795NL",,"55/19/820"
70898,"Smith Clayton Forge","Smith Clayton Forge","BP3098ND",,"L011"
70899,"Beevor Foundry Ltd","Spike Island Landfill","BP3998NN",,"L012"
70900,"Veolia E S Serviceteam ( U K ) Ltd","Albion Works Landfill Site","BP3598NX",,"L014"
70905,"Brauncewell Quarries Ltd","Brauncewell Quarry","BP3298NP",,"L051"
70907,"Smith                    H W","Biscathorpe Landfill Site","BP3198NJ",,"L062"
70908,"Longwood Quarries Ltd","Longwood Quarry","BP3798NH",,"L063"
70913,"Cemex U K Materials Limited","Manor Pit","EB3407LN",,"L080"
70919,"Gravel Ltd","Little Bytham Landfill","SP3898NU",,"L101"
70921,"British Sugar Plc","Bardney Sugar Factory","SP3298NW",,"L105"
70925,"Aggregate Industries Ltd",73,"SP3198NE",,"L123"
70934,"Alab Environmental Services Ltd","Nettleton Bottom Quarry","VP3130BK",,"L142"
70935,"Anglian Water Services Limited","Canwick Sewage Treatment Works","LP3298NH",,"L144"
70958,"Howell                   R N","Saturday Pits","UP3898NG",,"L194"
70965,"British Waterways","Fiddlers Elbow Dredging Tip","UP3698NL",,"L206"
70976,"Alpheus Environmental Ltd","Canwick Sewage Treatment Works","XP3598NM",,"L231"
70977,"Butterley Aggregates Limited","Gravel Quarry","XP3898NH",,"L233"
70990,"Lincwaste Ltd","Stainby Landfill Site","GP3098NB",,"L244"
71000,"Tarmac Aggregates Limited","Whisby Quarry","GP3798NE",,"L258"
71013,"Bellamy                  David Roy","Boiling Wells Farm","KP3198NG",,"L298"
71061,"Midland Land Reclamation Ltd","Luffenham Landfill Site","CP3398NL",,"152 ex mid"
71063,"Castle Cement Limited","Ketton Landfill  Site","CP3998NE",,"102 ex mid"
71064,"Gravel Ltd","Woolfox Quarry","CP3598NG",,"146 ex Mid"
71070,"Son Ltd","J P Callanan - Stone Lane Quarry","CP3198NQ",,"5/1996"
71105,"Frimstone Ltd","Frimstone - Blackborough End","EP3898NE",,"NFK/LS/085/0"
71107,"Premier Aggregates Ltd","Premier Aggregates - Finmere Quarry Landfill Site","EP3298NL",,71107
