"parameter_name","type","regime_obligation_name","threshold","unit"
"Iodine-131","REPORTING_THRESHOLD","PI_RSR_OSTW",100,"MBq"
"Neptunium-237","REPORTING_THRESHOLD","PI_RSR_OSTW",10,"MBq"
"Niobium-95","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Other Alpha Particulate","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Other Beta/Gamma Particulate","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Phosphorus-32","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Phosphorus-33","REPORTING_THRESHOLD","PI_RSR_OSTW",10,"MBq"
"Plutonium (Alpha)","REPORTING_THRESHOLD","PI_RSR_OSTW",10,"MBq"
"Plutonium-241","REPORTING_THRESHOLD","PI_RSR_OSTW",100,"MBq"
"Ruthenium-106","REPORTING_THRESHOLD","PI_RSR_OSTW",100,"MBq"
"Samarium-153","REPORTING_THRESHOLD","PI_RSR_OSTW",100,"MBq"
"Selenium-75","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Sodium-22","REPORTING_THRESHOLD","PI_RSR_OSTW",100,"MBq"
"Strontium-89","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"GBq"
"Strontium-90","REPORTING_THRESHOLD","PI_RSR_OSTW",10,"MBq"
"Sulphur-35","REPORTING_THRESHOLD","PI_RSR_OSTW",10,"MBq"
"Technetium-99","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Technetium-99m","REPORTING_THRESHOLD","PI_RSR_OSTW",10,"GBq"
"Thallium-201","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"GBq"
"Thorium-230","REPORTING_THRESHOLD","PI_RSR_OSTW",10,"MBq"
"Thorium-232","REPORTING_THRESHOLD","PI_RSR_OSTW",10,"MBq"
"Total Alpha","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Total Beta/Gamma (Excl Tritium)","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Tritium","REPORTING_THRESHOLD","PI_RSR_OSTW",100,"GBq"
"Uranium Alpha","REPORTING_THRESHOLD","PI_RSR_OSTW",100,"MBq"
"Yttrium-90","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"GBq"
"Zirconium-95","REPORTING_THRESHOLD","PI_RSR_OSTW",1,"MBq"
"Americium-241","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Antimony-125","REPORTING_THRESHOLD","PI_RSR_RTCW",10,"GBq"
"Caesium-134","REPORTING_THRESHOLD","PI_RSR_RTCW",10,"MBq"
"Caesium-137","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Carbon-14","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Cerium-144","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"GBq"
"Cobalt-60","REPORTING_THRESHOLD","PI_RSR_RTCW",10,"MBq"
"Curium-242","REPORTING_THRESHOLD","PI_RSR_RTCW",10,"GBq"
"Iodine-129","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Neptunium-237","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Niobium-95","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Other Alpha Particulate","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"MBq"
"Other Beta/Gamma Particulate","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"MBq"
"Plutonium (Alpha)","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Plutonium-241","REPORTING_THRESHOLD","PI_RSR_RTCW",10,"GBq"
"Ruthenium-106","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"GBq"
"Strontium-90","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Sulphur-35","REPORTING_THRESHOLD","PI_RSR_RTCW",10,"GBq"
"Technetium-99","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"GBq"
"Thorium-230","REPORTING_THRESHOLD","PI_RSR_RTCW",10,"MBq"
"Thorium-232","REPORTING_THRESHOLD","PI_RSR_RTCW",10,"MBq"
"Total Alpha","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"MBq"
"Total Beta/Gamma (Excl Tritium)","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"MBq"
"Tritium","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"TBq"
"Uranium Alpha","REPORTING_THRESHOLD","PI_RSR_RTCW",100,"MBq"
"Yttrium-90","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"GBq"
"Zirconium-95","REPORTING_THRESHOLD","PI_RSR_RTCW",1,"GBq"
