,name,preferred,type,cas,parameter_groups
1221,Cobalt tetracarbonyl,,Chemical,,ECM
3519,Cobalt total as CO,Cobalt,Chemical,,ECM
1222,Cobalt-57,,Chemical,,ECM
1223,Cobalt-58,,Chemical,,ECM
1224,Cobalt-60,,Chemical,,ECM
1064,COD,Chemical Oxygen Demand,,,ECM
3508,COD (Chemical Oxygen Demand),Chemical Oxygen Demand,Physical,,ECM
1225,Coliform bacteria,,Biological Parameter,,ECM
1226,Coliforms Total (liq),Coliform bacteria,,,ECM
1227,Colony Counts,,Biological Parameter,,ECM
1228,Colour,,Physical parameter,,ECM
1229,Colour Strength,,Physical parameter,,ECM
1230,Colouration (After Filtration),,Physical parameter,,ECM
1231,Conductivity,,Physical parameter,,ECM
1232,Conductivity (field),,Physical parameter,,ECM
3419,Copernicium as Cn,,Chemical,,ECM
1233,Copper,,Chemical,,ECM
1234,Copper and its compounds expressed as copper (total Cu),,Chemical Group,,ECM
1235,Copper arsenate,,Chemical,,ECM
1236,Copper naphthenate,,Chemical,,ECM
1237,Copper oxide,,Chemical,,ECM
1238,Copper sulphate,,Chemical,,ECM
3520,Copper Total as Cu,Copper and its compounds expressed as copper (total Cu),Chemical,,ECM
1239,Copper-8-hydroxyquinoline,,Chemical,,ECM
1240,Coronene,,Chemical,0191-07-01,ECM
1241,Cotton Dust,,Physical parameter,,ECM
1242,Coumaphos,,Chemical,,ECM
3521,Cover Level,Borehole Reference Point AOD,Physical,,ECM
3522,Cr,Chromium,Chemical,,ECM
3262,cresol,Cresols,,,ECM
1243,Cresol p,4-Methylphenol,,,ECM
1244,Cresols,,Chemical,,ECM
3523,Cresols ESG,Cresols,Chemical,,ECM
1245,Cristobalite,,Chemical,,ECM
1246,Crocidolite,,Chemical,,ECM
1247,Cryofluorane,,Chemical,76-14-2,ECM
1248,Cumene,1-Methylethylbenzene,,,ECM
1249,Cupric arsenite,,Chemical,,ECM
1250,Curium 242,Curium-242,,,ECM
1251,Curium-242,,Chemical,,ECM
1252,Cyanamide,,Chemical,0420-04-02,ECM
1253,Cyanazine,,Chemical,,ECM
3524,Cyanide,"1,4-Naphthoquinone",Chemical,,ECM
3401,Cyanide and cyanogen compounds,,Chemical group,,ECM
3450,Cyanide and cyanogens compounds,Cyanide and cyanogen compounds,Chemical group,,ECM
3406,Cyanide as CN,,Chemical,,ECM
3525,Cyanide_F,"1,4-Naphthoquinone",Chemical,,ECM
1254,Cyanogen chloride,,Chemical,506-77-4,ECM
1255,Cyanuric chloride,,Chemical,108-77-0,ECM
1256,Cybutryne,,Chemical,,ECM
1257,Cyclic octaatomic sulfur (SVOCSW),Cyclic octaatomic sulphur,,,ECM
1258,Cyclic octaatomic sulphur,,Chemical,,ECM
1259,"Cyclodocosane, ethyl-",,Chemical,,ECM
1260,"Cyclohexadecane, 1,2-diethyl-",,Chemical,,ECM
1261,Cyclohexane,,Chemical,110-82-7,ECM
1262,Cyclohexane Extractable Material,Cyclohexane Extractable Matter,,,ECM
1263,Cyclohexane Extractable Matter,,Chemical group,,ECM
1265,"Cyclohexane, isothiocyanato-",,Chemical,1122-82-3,ECM
1264,"Cyclohexane, Isothiocyanto","Cyclohexane, isothiocyanato-",,,ECM
1266,"Cyclohexanemethanol,4-hydroxy-alpha,alpha,4-trimethyl",,Chemical,565-48-0,ECM
1267,Cyclohexanepropanoic acid,,Chemical,701-97-3,ECM
1268,Cyclohexanethiol,,Chemical,1569-69-3,ECM
1269,Cyclohexanol,,Chemical,108-93-0,ECM
1270,Cyclohexanone,,Chemical,108-94-1,ECM
1271,"Cyclohexanone, 2-(2-nitro-1-(2-naphthyl)ethyl)",,Chemical,,ECM
1272,"Cyclohexanone, 3,3,5-trimethyl",,Chemical,873-94-9,ECM
1273,"Cyclohexasiloxane, dodecamethyl",,Chemical,540-97-6,ECM
1274,Cyclohexene,,Chemical,110-83-8,ECM
1275,Cyclohexylamine,,Chemical,108-91-8,ECM
1276,Cyclonite,,Chemical,,ECM
1277,"Cyclononasiloxane, octadecamethyl (SVOCSW)",,Chemical,,ECM
3263,"cyclopenta(c,d)pyrene",Cyclopenta(cd)pyrene,,,ECM
1278,Cyclopenta(cd)pyrene,,Chemical,27208-37-3,ECM
3465,Cyclopenta(def)phenanthrone),"Cyclopenta[d,e,f]phenanthrene",Chemical,,ECM
3403,"Cyclopenta[d,e,f]phenanthrene",,Chemical,,ECM
1279,Cyclopentane,,Chemical,,ECM
1280,Cyclopentanone,,Chemical,,ECM
1281,"Cyclopentasiloxane, decamethyl - (SVOCSW)",,Chemical,0541-02-06,ECM
1282,"Cyclopentene, 3-ethylidene-1-methyl",,Chemical,62338-00-5,ECM
1283,Cyfluthrin,,Chemical,,ECM
1284,Cypermethrin,,Chemical,52315-07-8,ECM
1285,Cyproconazole,,Chemical,,ECM
3526,D O Concentration,Dissolved oxygen,Physical,,ECM
1307,Dacthal,,Chemical,,ECM
3528,Daily Rain,Rainfall,Physical,,ECM
1286,DB Pressure,,Physical parameter,,ECM
1287,DB Temperature,,Physical parameter,,ECM
1288,DBP (Dibutyl Phthalate),Dibutyl phthalate (n-),,,ECM
1289,DCHP (Dicyclohexyl Phthalate),,Chemical,84-61-7,ECM
1290,"DDD (O,P)",,Chemical,,ECM
1291,"DDD (P,P)",Dichlorodiphenyldichloroethane,,,ECM
1292,"DDE (O,P)",,Chemical,,ECM
1293,"DDE (P,P)",Dichlorodiphenyldichloroethylene,,,ECM
1294,DDT (Dichlorodiphenyltrichloroethane),,Chemical,,ECM
1295,"DDT (O,P)",,Chemical,,ECM
1296,"DDT (P,P)",,Chemical,50-29-3,ECM
1297,DDT Total,DDT (Dichlorodiphenyltrichloroethane),,,ECM
1308,Decaborane,,Chemical,,ECM
1309,Decane,,Chemical,,ECM
1310,"Decane, 4-methyl-",,Chemical,2847-72-5,ECM
1311,"Decane, 5-propyl-",,Chemical,17312-62-8,ECM
1298,DEHP (Di(2-ethylhexyl) phthalate),Di-n-octyl phthalate,,,ECM
1312,Dehydroabietic acid methyl ester,,Chemical,1235-74-1,ECM
3264,delta-BHC,HCH-delta,,,ECM
3265,delta-HCH,HCH-delta,,,ECM
3453,delta-Hexachlorocyclohexane,,Chemical,,ECM
3529,Dementon-s-methly,Demeton-S-methyl,Chemical,,ECM
3530,Demeton,Demeton-O,Chemical,,ECM
1313,Demeton-O,,Chemical,,ECM
1314,Demeton-S,,Chemical,,ECM
1315,Demeton-S-methyl,,Chemical,,ECM
1316,Dense non-aqueous phase liquid,,Chemical group,,ECM
1299,DEP (Diethyl Phthalate),Diethyl phthalate,,,ECM
1317,Deposited Dust,,Physical parameter,,ECM
1318,Depth AOD,Borehole Base AOD,,,ECM
1319,Depth m> cell base,Borehole Base AOD,,,ECM
3531,Depth of Liquid,Borehole Liquid Level Below Ref Point,Physical,,ECM
3532,Depth of well,Borehole Base Below Ref Point,Physical,,ECM
3535,Depth to base,Borehole Base Below Ref Point,Physical,,ECM
3536,Depth to base of monitoring well,Borehole Base Below Ref Point,Physical,,ECM
3533,Depth to Groundwater,Borehole Liquid Level Below Ref Point,Physical,,ECM
3537,Depth to liquid,Borehole Liquid Level Below Ref Point,Physical,,ECM
3534,Depth to Water,Borehole Liquid Level Below Ref Point,Physical,,ECM
3538,Depth to water level,Borehole Liquid Level Below Ref Point,Physical,,ECM
3539,Depthy to Water,Borehole Liquid Level Below Ref Point,Physical,,ECM
1320,Desmetryne,,Chemical,,ECM
1321,Desulphurisation Rate,,Physical parameter,,ECM
1322,Detergents (Anionic Laurel Sulphate),,Chemical Group,,ECM
1324,Detergents (anionic lauryl sulphate),"Detergents, anionic",,,ECM
1323,Detergents (Non-Ionic),,Chemical Group,,ECM
1325,Detergents Anionic,,Chemical Group,,ECM
1326,"Detergents, anionic",,Chemical Group,,ECM
3438,dew point temp,Dew point temperature,Physical,,ECM
3470,Dew point temperature,,Physical,,ECM
1328,Di-n-butyl ether,,Chemical,142-96-1,ECM
1329,Di-n-butyl phthalate,Dibutyl phthalate (n-),,,ECM
1330,Di-n-butylphthalate,Dibutyl phthalate (n-),,,ECM
1331,Di-n-octyl phthalate,,Chemical,117-84-0,ECM
1332,Di-n-octylphthalate,Di-n-octyl phthalate,,,ECM
1333,Di-sec-octyl phthalate,Di-n-octyl phthalate,,,ECM
1327,Di(2-ethylhexyl)phthalate (DEHP),Di-n-octyl phthalate,,,ECM
1334,Diallate,,Chemical,,ECM
1335,Diallyamine,,Chemical,0124-02-07,ECM
1336,Diallyl phthalate,,Chemical,131-17-9,ECM
1337,Diamylamine,,Chemical,2050-92-2,ECM
1338,"Diatomaceous Earth, Natural, Respirable Dust",,Physical parameter,,ECM
1339,Diazenedicarboxamide,,Chemical,123-77-3,ECM
1340,Diazinon,,Chemical,,ECM
1341,"Dibenz(a,h)anthracene",,Chemical,53-70-3,ECM
3266,"dibenzo(a,h)anthracene","Dibenz(a,h)anthracene",,,ECM
1342,"Dibenzo(a,i)pyrene",,Chemical,,ECM
1343,Dibenzo(ah)anthracene,"Dibenz(a,h)anthracene",,,ECM
1344,Dibenzofuran,,Chemical,,ECM
1345,Dibenzothiophene,,Chemical,,ECM
1346,Dibenzoyl peroxide,,Chemical,94-36-0,ECM
1347,Dibenzyl disulphide,,Chemical,150-60-7,ECM
1348,Dibismuth tritelluride,,Chemical,,ECM
1349,Diborane,,Chemical,,ECM
1350,Diboron Trioxide,,Chemical,,ECM
1351,Dibromo-3-chloropropane,"1,2-Dibromo-3-chloropropane",,,ECM
1352,Dibromoacetonitrile,,Chemical,3252-43-5,ECM
1353,Dibromochloromethane,,Chemical,,ECM
1354,Dibromofluoromethane,,Chemical,,ECM
1355,Dibromomethane,,Chemical,,ECM
1357,Dibutyl hydrogen phosphate,,Chemical,107-66-4,ECM
1358,Dibutyl phthalate (n-),,Chemical,84-74-2,ECM
1356,Dibutyl Tin,Dibutyltin,,,ECM
1359,Dibutylbis(oxylauroyl)tin,,Chemical,,ECM
1360,Dibutyltin,,Chemical,group,ECM
1361,Dicamba,,Chemical,,ECM
1362,Dichlobenil,,Chemical,,ECM
1363,Dichlofluanid,,Chemical,,ECM
3653,dichlorbenil,Dichlobenil,Chemical,,ECM
1364,Dichloroacetate,,Chemical,,ECM
1365,Dichloroacetonitrile,,Chemical,3018-12-0,ECM
1366,Dichloroacetylene,,Chemical,7572-29-4,ECM
1367,Dichloroaniline,,Chemical,,ECM
1368,Dichlorobenzene,,Chemical Group,,ECM
3540,"Dichlorobenzonitrile (2,6)",Dichlobenil,Chemical,,ECM
1369,Dichlorobiphenyl,,Chemical,,ECM
1370,Dichlorobromethane,,Chemical,,ECM
1371,Dichlorobromomethane,Bromodichloromethane,,,ECM
1372,Dichlorodifluoromethane,,Chemical,,ECM
1373,Dichlorodiphenyldichloroethane,,Chemical,,ECM
1374,Dichlorodiphenyldichloroethylene,,Chemical,75-55-9,ECM
3382,"dichlorodiphenyltrichloroethane (2,4)","2,4'-Dichlorodiphenyltrichloroethane ",Chemical,,ECM
3431,"dichlorodiphenyltrichloroethane (4,4)","4,4'-Dichlorodiphenyltrichloroethane",Chemical,,ECM
1375,Dichlorodiphenyltrichloroethane (DDT),DDT (Dichlorodiphenyltrichloroethane),,,ECM
1376,Dichloroethyl ether,Bis(2-chloroethyl) ether,,,ECM
1377,Dichlorofluoromethane,,Chemical,,ECM
1378,Dichloromethane,,Chemical,02/09/1975,ECM
1379,Dichloromethane (DCM) (Methylene chloride),Dichloromethane,,,ECM
1380,Dichloronitrobenzene,,Chemical,,ECM
1381,Dichlorophen,,Chemical,97-23-4,ECM
3541,"Dichlorophenoxybutyric acid (4-(2,4))","2,4-DB",Chemical,,ECM
3654,dichloroprop,"1,3-Dichloropropene",Chemical,,ECM
1382,Dichlorprop,,Chemical,,ECM
1383,Dichlorvos,,Chemical,62-73-7,ECM
3542,Dichlroprop,"1,3-Dichloropropene",Chemical,,ECM
1384,Diclofenac,,Chemical,,ECM
1385,Diclofop,,Chemical,40843-25-2,ECM
1386,Dicofol,,Chemical,115-32-2,ECM
1387,Dicrotophos,,Chemical,141-66-2,ECM
1388,Dicyclopentadiene,,Chemical,77-73-6,ECM
1389,Dieldrin,,Chemical,60-57-1,ECM
1390,Diesel Range Organics,,Chemical Group,,ECM
1391,Diethanolamine,,Chemical,111-42-2,ECM
1392,Diethyl ether,,Chemical,,ECM
1393,Diethyl ketone,Pentan-3-one,,,ECM
1394,Diethyl phthalate,,Chemical,84-66-2,ECM
1395,Diethyl sulphate,,Chemical,64-67-5,ECM
1396,Diethyl toluene diamine,Diethyltoluenediamine,,,ECM
1397,Diethylamine,,Chemical,109-89-7,ECM
1398,Diethylene glycol,,Chemical,111-46-6,ECM
1399,Diethylene glycol dibenzoate,,Chemical,120-55-8,ECM
1400,Diethylene glycol diethyl ether,,Chemical,,ECM
1401,Diethylene glycol monobutyl ether,2-(2-Butoxyethoxy)ethanol,,,ECM
1402,Diethylene glycol monoethyl ether,,Chemical,,ECM
1403,Diethylene glycol monomethyl ether,2-(2-Methoxyethoxy)ethanol,,,ECM
1404,Diethylenetriamine,,Chemical,111-40-0,ECM
1405,Diethylphthalate,Diethyl phthalate,,,ECM
1406,Diethyltoluamide,,Chemical,134-62-3,ECM
1407,Diethyltoluamide (SVOCSW),Diethyltoluamide,,,ECM
1408,Diethyltoluenediamine,,Chemical,68479-98-1,ECM
3543,Diff Pressure Pa,Differential Pressure,Physical,,ECM
1409,Differential Pressure,,Physical parameter,,ECM
1410,Diflubenzuron,,Chemical,,ECM
1411,Dihydrogen Selenide (As Se),Hydrogen selenide,,,ECM
1412,Diisobutene,,Chemical,25167-70-8,ECM
1413,Diisobutyl ketone,"2,6-Dimethylheptan-4-one",,,ECM
1414,Diisobutyl phthalate,,Chemical,84-69-5,ECM
1415,Diisobutylene,,Chemical,25167-70-8,ECM
1416,Diisodecyl phthalate,,Chemical,26761-40-0,ECM
1417,Diisononyl phthalate,,Chemical,28553-12-0,ECM
1418,Diisooctyl phthalate,,Chemical,27554-26-3,ECM
1419,Diisopropanolamine,,Chemical,110-97-4,ECM
1420,Diisopropyl ether,,Chemical,108-20-3,ECM
1421,Diisopropyl ketone,,Chemical,565-80-0,ECM
1422,Diisopropylamine,,Chemical,108-18-9,ECM
1423,Dimethoate,,Chemical,,ECM
1424,Dimethoxymethane,,Chemical,109-87-5,ECM
1425,Dimethyl ether,,Chemical,,ECM
1426,Dimethyl phthalate,Dimethylphthalate,,,ECM
1427,Dimethyl sulphate,,Chemical,77-78-1,ECM
1428,Dimethyl tetrasulphide (SVOCSW),,Chemical,,ECM
1429,Dimethylamine,,Chemical,,ECM
1430,Dimethyldisulphide,,Chemical,,ECM
1431,Dimethylether,Dimethyl ether,,,ECM
1432,Dimethylformamide,,Chemical,02/12/1968,ECM
1433,Dimethylphenols,,Chemical Group,,ECM
1434,Dimethylphthalate,,Chemical,0113-11-03,ECM
1435,Dimethylpropylmethane,,Chemical,107-83-5,ECM
1436,Dimethylsulphide,,Chemical,75-18-3,ECM
1437,Dinitrobenzenes,,Chemical Group,,ECM
1438,Dinonyl Phenol,Dinonylphenol,,,ECM
1439,Dinonyl phthalate,,Chemical,87-76-4,ECM
1440,Dinonylphenol,,Chemical,137-99-5,ECM
1441,Dinoseb,,Chemical,,ECM
1442,Dioctyl Phthalate,Di-n-octyl phthalate,,,ECM
1443,Dioxin-like PCBs (WHO-TEQ Birds),,Chemical Group,,ECM
1444,Dioxin-like PCBs (WHO-TEQ Fish),,Chemical Group,,ECM
1445,Dioxin-like PCBs (WHO-TEQ Humans / Mammals),,Chemical Group,,ECM
1446,Dioxins,,Chemical group,,ECM
1447,Dioxins / furans (I-TEQ),Dioxins and furans (PCDDs/PCDFs) - as I-TEQ,,,ECM
1448,Dioxins / furans (WHO-TEQ Birds),,Chemical Group,,ECM
1449,Dioxins / furans (WHO-TEQ Fish),,Chemical Group,,ECM
1450,Dioxins / furans (WHO-TEQ Humans / Mammals),,Chemical Group,,ECM
1451,Dioxins and furans (PCDDs/PCDFs) - as I-TEQ,,Chemical Group,,ECM
1452,Dioxins and furans (PCDDs/PCDFs) - as ITEQ,Dioxins and furans (PCDDs/PCDFs) - as I-TEQ,,,ECM
1453,Dioxins and furans (PCDDs/PCDFs) - as WHO TEQ,Dioxins and furans (PCDDs/PCDFs) - as WHO-TEQ,,,ECM
1454,Dioxins and furans (PCDDs/PCDFs) - as WHO-TEQ,,Chemical Group,,ECM
1455,Dip,,Physical parameter,,ECM
1456,Dip (bct),,Physical parameter,,ECM
1457,Dip (bgl),,Physical parameter,,ECM
3548,Dip from Top,Borehole Liquid Level Below Ref Point,Physical,,ECM
3544,Dip Level,Borehole Liquid Level Below Ref Point,Physical,,ECM
3545,Dip Reading to Base,Borehole Liquid Level Below Ref Point,Physical,,ECM
3546,Dip Reading to Water,Borehole Liquid Level Below Ref Point,Physical,,ECM
3550,Dip to base,Borehole Liquid Level Below Ref Point,Physical,,ECM
1458,Dip to base (bct),Borehole Base Below Ref Point,,,ECM
1459,Dip to base (bgl),Borehole Base Below Ref Point,,,ECM
3551,Dip to leachate,Borehole Liquid Level Below Ref Point,Physical,,ECM
3655,dip to water,Borehole Liquid Level Below Ref Point,Physical,,ECM
3552,Dip to water (m),Borehole Liquid Level Below Ref Point,Physical,,ECM
3549,Dip to Well,Borehole Base Below Ref Point,Physical,,ECM
3547,Dip Well Base,Borehole Base Below Ref Point,Physical,,ECM
1460,Diphenyl ether,,Chemical,101-84-8,ECM
1461,Diphenyl oxide,Diphenyl ether,,,ECM
1462,Diphenylamine,,Chemical,122-39-4,ECM
1463,Diphenylhydrazine,,Chemical,,ECM
1464,Diphenylol propane diglycidyl ether,,Chemical,1675-54-3,ECM
1465,Diphosphorus pentasulphide,,Chemical,,ECM
1466,Diphosphorus pentoxide,,Chemical,,ECM
1467,Dipropyl phthalate,,Chemical,131-16-8,ECM
1468,Dipropylnitrosoamine,,Chemical,621-64-7,ECM
1469,Diquat Dibromide,,Chemical,,ECM
1470,Discharge Rate Maximum,,Physical parameter,,ECM
1471,Discharge Volume,,Physical parameter,,ECM
1472,Disodium disulphite,,Chemical,7681-57-4,ECM
1473,Disodium selenite,,Chemical,,ECM
1474,Disodium tetraborate decahydrate,,Chemical,,ECM
1475,Disodium tetraborate pentahydrate,,Chemical,,ECM
1476,"Disodium tetraborate, anhydrous",,Chemical,,ECM
3473,Dissolved methane,,Chemical,,ECM
1477,Dissolved Organic Carbon,,Chemical group,,ECM
1481,Dissolved oxygen,,Chemical,,ECM
1478,Dissolved Oxygen (field),Dissolved oxygen,,,ECM
1479,Dissolved Oxygen (field) saturation,Dissolved oxygen,,,ECM
3553,Dissolved Oxygen Concentration,Dissolved oxygen,Physical,Dissolved Oxygen saturation,ECM
1480,Dissolved Oxygen saturation,Dissolved oxygen,,,ECM
1482,Dissolved solids,"Solids, dissolved total",,,ECM
3554,"Dissolved solids, total","Solids, dissolved total",Physical,TDS (ppt),ECM
1483,Disul-Sodium,,Chemical,,ECM
1484,Disulfoton,,Chemical,,ECM
3555,Disulphoton,Disulfoton,Chemical,,ECM
1485,Disulphur dichloride,,Chemical,10025-67-9,ECM
1486,Diuron,,Chemical,330-54-1,ECM
1487,Divinylbenzene,,Chemical,,ECM
1300,DMP (Dimethyl Phthalate),Dimethylphthalate,,,ECM
1301,DNAPL,,Chemical,,ECM
1302,DNBP,,Chemical,89396-94-1,ECM
1303,DO (Dissolved Oxygen),Dissolved oxygen,,,ECM
3527,DOC,Dissolved oxygen,Physical,,ECM
1488,"Docosane, 5-butyl-",,Chemical,55282-16-1,ECM
1489,Docosanoic acid,,Chemical,112-85-6,ECM
1490,Dodecane,,Chemical,,ECM
1491,"Dodecane,2,6,10-trimethyl",,Chemical,3891-98-3,ECM
1492,Dodecyl mercaptan,,Chemical,112-55-0,ECM
1493,Dodecylbenzene,,Chemical,,ECM
1304,DOPs (Dioctyl Phthalates),Di-n-octyl phthalate,,,ECM
1494,Doramectin,,Chemical,,ECM
1495,Drins,,Chemical Group,,ECM
1305,DRO,Hydrocarbons - total diesel range organics,,,ECM
1496,Dry,,Physical parameter,,ECM
1306,DTPA,,Chemical,67-43-6,ECM
1497,Dust,,Physical parameter,,ECM
3556,Dust - total suspended particulates,Dust,Physical,,ECM
3557,Dust soiling,Dust,Physical,,ECM
1498,Dust Visible (Airborne),,Physical parameter,,ECM
3267,e-Caprolactam,,Chemical,105-60-2,ECM
1499,E. Coli (faecal coliforms),E.Coli,,,ECM
1500,E.Coli,,Biological Parameter,,ECM
3558,EC,Electrical Conductivity,Physical,,ECM
1501,EDTA,,Chemical,60-00-4,ECM
1502,EDTA (Edetic Acid),EDTA,,,ECM
1511,Eh,,Physical parameter,,ECM
3425,EH C10-C16,Extractable hydrocarbons C10-C16,Chemical,,ECM
3449,EH C16-C24,Extractable hydrocarbons C16-C24,Chemical,,ECM
3474,EH C24-C40,Extractable hydrocarbons C24-C40,Chemical,,ECM
3461,EH C6-C40,Extractable hydrocarbons C6-C40,Chemical,,ECM
3455,EH C6-C8,Extractable hydrocarbons C6-C8,Chemical,,ECM
3378,EH C8-C10,Extractable hydrocarbons C8-C10,Chemical,,ECM
1512,Eicosane,,Chemical,112-95-8,ECM
1513,"Eicosane, 10-methyl-",,Chemical,54833-23-7,ECM
1514,"Eicosane, 3-methyl-",,Chemical,6418-46-8,ECM
1515,Electrical Conductivity,,Physical parameter,,ECM
1516,Electrical Energy Exported,,Physical parameter,,ECM
1517,Electrical Energy Imported,,Physical parameter,,ECM
1518,Electrical Energy Used,,Physical parameter,,ECM
1519,Electricity Exported,,Physical parameter,,ECM
1520,Emery,,Chemical,,ECM
1521,Enanthic acid,,Chemical,111-14-8,ECM
1522,Endosulfan,,Chemical,115-29-7,ECM
1523,Endosulfan 1 & Alpha-chlordane,,Chemical Group,,ECM
1524,"Endosulfan 2 & 4,4-DDD",,Chemical Group,,ECM
1528,Endosulfan alpha (1),,Chemical,,ECM
1529,Endosulfan beta (2),,Chemical,,ECM
1530,Endosulfan beta (2) (LL),Endosulfan beta (2),,,ECM
1525,Endosulfan I,Endosulfan alpha (1),,,ECM
1526,Endosulfan I/II,Endosulfan,,,ECM
1527,Endosulfan II,Endosulfan beta (2),,,ECM
1531,Endosulfan sulphate,,Chemical,,ECM
3559,Endosulphan-alpha,Endosulfan alpha (1),Chemical,,ECM
1532,Endrin,,Chemical,72-20-8,ECM
1533,Endrin aldehyde,,Chemical,7421-93-4,ECM
1534,Endrin ketone,,Chemical,53494-70-5,ECM
1535,Energy used,,Physical parameter,,ECM
1536,Enflurane,,Chemical,13838-16-9,ECM
1537,Engine Output,,Physical parameter,,ECM
1538,Entero Viruses,,Biological Parameter,,ECM
1539,Enterococci,,Biological Parameter,,ECM
1540,Environmental Tobacco Smoke (ETS),,Physical parameter,,ECM
3430,EPA List SVOCs,,Chemical group,,ECM
3392,EPA List VOCs,,Chemical group,,ECM
1503,EPH (DRO) (C10-C40) Aqueous,,Chemical Group,,ECM
1504,EPH >C12-C16,,Chemical Group,,ECM
1505,EPH >C16-C21,,Chemical Group,,ECM
1506,EPH >C21-C35,,Chemical Group,,ECM
1507,EPH >C21-C40,,Chemical Group,,ECM
1508,EPH >C35,,Chemical Group,,ECM
1509,EPH C10-C12,,Chemical Group,,ECM
1510,EPH C8-C40,,Chemical Group,,ECM
1541,Epichlorohydrin,,Chemical,106-89-8,ECM
1542,Epoxyconazole,,Chemical,,ECM
1543,Erbium 169,Erbium-169,,,ECM
1544,Erbium-169,,Chemical,,ECM
1545,Erythromycin,,Chemical,,ECM
1546,Ethanal,,Chemical,,ECM
1547,Ethane,,Chemical,,ECM
1548,"Ethane-1,2-diol",,Chemical,107-21-1,ECM
1549,Ethanethiol,,Chemical,01/08/1975,ECM
1550,Ethanol,,Chemical,,ECM
1551,"Ethanol, 1,1-dimethyl-",2-Methylpropan-2-ol,,,ECM
1552,Ethanolamine,2-Aminoethanol,,,ECM
1553,Ethene,,Chemical,,ECM
1554,Ethion,,Chemical,,ECM
1555,Ethoprop,,Chemical,,ECM
1558,Ethyl acetate,,Chemical,141-78-6,ECM
1559,Ethyl acetoacetate,,Chemical,141-97-9,ECM
1560,Ethyl acrylate,,Chemical,140-88-5,ECM
1556,Ethyl Benzene,Ethylbenzene,,,ECM
1557,Ethyl Benzene (VOC),Ethylbenzene,,,ECM
1561,Ethyl butyrate,,Chemical,105-54-4,ECM
1562,Ethyl carbonate,,Chemical,96-49-1,ECM
3268,ethyl chloride,Chloroethane,,,ECM
1563,Ethyl chloroformate,,Chemical,541-41-3,ECM
1564,Ethyl cyanoacrylate,,Chemical,7085-85-0,ECM
1565,Ethyl formate,,Chemical,109-94-4,ECM
1566,Ethyl methanesulfonate,,Chemical,62-50-0,ECM
1567,Ethyl methyl benzenesulphonamide,"Benzenesulfonamide, N-ethyl-4-methyl- (TIC)",,,ECM
1568,Ethyl vinyl ether,,Chemical,109-92-2,ECM
1569,Ethylamine,,Chemical,,ECM
1570,Ethylbenzene,,Chemical,100-41-4,ECM
1571,Ethylene,Ethene,,,ECM
1572,"Ethylene dichloride (1,2-dichloroethane)","1,2-Dichloroethane",,,ECM
1573,Ethylene glycol,"Ethane-1,2-diol",,,ECM
1574,Ethylene glycol dibutyl ether,,Chemical,112-48-1,ECM
1575,Ethylene glycol dinitrate,,Chemical,628-96-6,ECM
1576,Ethylene glycol monobutyl ether,2-Butoxyethanol,,,ECM
1577,Ethylene glycol monoethyl ether,2-Ethoxyethanol,,,ECM
1578,Ethylene glycol monoethyl ether acetate,2-Ethoxyethyl acetate,,,ECM
1579,Ethylene glycol monomethyl ether,2-Methoxyethanol,,,ECM
1580,Ethylene glycol monomethyl ether acetate,2-Methoxyethyl acetate,,,ECM
1581,Ethylene oxide,"Ethylene oxide (1,2 Epoxyethane)",,,ECM
1582,"Ethylene oxide (1,2 Epoxyethane)",,Chemical,,ECM
1583,Ethylenediaminetetraacetic acid,EDTA,,,ECM
1584,Ethylhexaldehyde,,Chemical,0123-05-07,ECM
1585,Etridiazole,,Chemical,,ECM
1586,Etrimphos,,Chemical,,ECM
1587,Eucalyptol,,Chemical,,ECM
1588,Europium 152,Europium-152,,,ECM
1589,Europium 154,Europium-154,,,ECM
1590,Europium 155,Europium-155,,,ECM
1591,Europium-152,,Chemical,,ECM
1592,Europium-154,,Chemical,,ECM
1593,Europium-155,,Chemical,,ECM
3369,Exact elevation,,Physical,,ECM
1594,Explosivity,,Physical parameter,,ECM
3376,Extractable hydrocarbons C10-C16,,Chemical,,ECM
3426,Extractable hydrocarbons C16-C24,,Chemical,,ECM
3421,Extractable hydrocarbons C24-C40,,Chemical,,ECM
3471,Extractable hydrocarbons C6-C40,,Chemical,,ECM
3388,Extractable hydrocarbons C6-C8,,Chemical,,ECM
3393,Extractable hydrocarbons C8-C10,,Chemical,,ECM
1595,Faecal Coliforms,E.Coli,,,ECM
1596,Faecal Streptococci,,Biological Parameter,,ECM
3560,"Fats, Oils & Greases",Oil and Grease,Physical,,ECM
1597,Fenchlorophos,,Chemical,,ECM
1598,Fenchlorphos,Fenchlorophos,,,ECM
1599,Fenchone,,Chemical,,ECM
1600,Fenitrothion,,Chemical,122-14-5,ECM
1601,Fenoprop,,Chemical,,ECM
1602,Fenpropimorph,,Chemical,,ECM
1603,Fensulfothion,,Chemical,,ECM
1604,Fenthion,,Chemical,55-38-9,ECM
1605,Ferbam,,Chemical,,ECM
1606,Ferric iron as Fe(3+),Iron III,,,ECM
1607,Ferrous Foundry Particulate,,Physical parameter,,ECM
1608,Ferrous iron (Fe2+),Iron II,,,ECM
1609,Ferrous oxide,,Chemical,,ECM
1610,Field VOC,Volatile organic compounds (VOCs) (as carbon),,,ECM
